energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.829,139.198,0.476,gaming,-3.806,0.167,0.505,Odetari,4,0.0658,84,KEEP UP // FROSTBITE,Top Gaming Tracks,2yR2sziCF4WEs3klW1F38d,KEEP UP,2024-07-17,0.00916,526xuSD6c45Gb5hH4rN8RY,0,10,133227,0.0172,2yR2sziCF4WEs3klW1F38d,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.552,144.941,0.64,gaming,-5.679,0.119,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",4,0.129,84,WE DON'T TRUST YOU,Top Gaming Tracks,28drn6tQo95MRvO0jQEo5C,Type Shit,2024-03-22,0,4iqbFIdGOTzXeDtt9owjQn,1,2,228267,0.0215,28drn6tQo95MRvO0jQEo5C,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.453,139.943,0.915,gaming,-4.589,0.104,0.287,Gunna,4,0.27,84,One of Wun,Top Gaming Tracks,4Na2HfNSr58chvfX69fy36,one of wun,2024-05-10,0.000163,7g0PJ7VbsOkYTECUFkyNPN,0,10,144000,0.0872,4Na2HfNSr58chvfX69fy36,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.787,119.996,0.704,gaming,-6.751,0.159,0.31,"HUGEL, Topic, Arash, Daecolm",4,0.0462,83,I Adore You (feat. Daecolm),Top Gaming Tracks,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),2024-07-19,0.00538,5MrdEMJrBnauBJsd1nYY00,0,11,214000,0.00926,5nPbKG04fhLkIAjcPFaZq7,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.618,126.031,0.853,gaming,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",4,0.0923,83,Black Friday (pretty like the sun),Top Gaming Tracks,4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),2024-07-19,0.89,4CAe3r1nsTTAjGcWqGZbAr,1,6,145599,0.633,4MSj19TwYBLgDFj3ddEeco,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.751,129.994,0.701,gaming,-8.39,0.15,0.22,Taylor Swift,4,0.0502,83,THE TORTURED POETS DEPARTMENT,Top Gaming Tracks,4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,2024-04-18,0,1Mo4aZ8pdj6L1jx8zSwJnt,1,0,218005,0.123,4q5YezDOIPcoLr8R81x9qy,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.957,126.035,0.804,gaming,-5.452,0.114,0.962,Charli xcx,4,0.034,83,BRAT,Top Gaming Tracks,19RybK6XDbAVpcdxSbZL1o,Apple,2024-06-07,0.0174,2lIZef4lzdvZkiiCzvPKj7,1,0,151740,0.125,19RybK6XDbAVpcdxSbZL1o,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.457,146.04,0.592,gaming,-6.081,0.146,0.225,XXXTENTACION,4,0.0603,82,?,Top Gaming Tracks,2ZRo7axmMPeSVUvDbGkJah,Hope,2018-03-16,0.000331,2Ti79nwTsont5ZHfdxIzAm,0,9,110886,0.661,2ZRo7axmMPeSVUvDbGkJah,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.792,100.011,0.687,gaming,-2.749,0.167,0.671,"Marshmello, Bastille",4,0.0452,82,Happier,Top Gaming Tracks,7BqHUALzNBTanL6OvsqmC1,Happier,2018-08-17,0,2u4Yp2ADTKYPwFSBFL4ffa,1,5,214290,0.191,7BqHUALzNBTanL6OvsqmC1,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.676,162.012,0.814,gaming,-4.67,0.119,0.312,"Future, Metro Boomin, Kendrick Lamar",4,0.231,83,WE DON'T TRUST YOU,Top Gaming Tracks,2tudvzsrR56uom6smgOcSf,Like That,2024-03-22,1.28E-05,4iqbFIdGOTzXeDtt9owjQn,0,11,267707,0.00709,2tudvzsrR56uom6smgOcSf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.522,89.96,0.755,gaming,-4.368,0.0685,0.925,"Post Malone, Swae Lee",4,0.0575,82,Hollywood's Bleeding,Top Gaming Tracks,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,2019-09-06,0,4g1ZRSobMefqF6nelkgibi,1,2,157560,0.533,0RiRZpuVRbi7oqRdSMwhQY,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.622,130.001,0.847,gaming,-6.747,0.285,0.22,Gunna,4,0.0903,82,a Gift & a Curse,Top Gaming Tracks,4rXLjWdF2ZZpXCVTfWcshS,fukumean,2023-06-16,0,5qmZefgh78fN3jsyPPlvuw,0,1,125040,0.119,4rXLjWdF2ZZpXCVTfWcshS,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.668,90.969,0.646,gaming,-5.203,0.212,0.64,Mark Ambor,4,0.0282,82,Belong Together,Top Gaming Tracks,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16,0,3PlCMwyq6nuQYtoYproV1o,1,2,148318,0.491,5uQ7de4EWjb3rkcFxyEOpu,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.733,172.09,0.625,gaming,-8.757,0.375,0.244,21 Savage,4,0.0488,81,american dream,Top Gaming Tracks,52eIcoLUM25zbQupAZYoFh,redrum,2024-01-12,0.000983,2RRYaYHY7fIIdvFlvgb5vq,1,2,270698,0.00598,52eIcoLUM25zbQupAZYoFh,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.642,83.389,0.463,gaming,-4.474,0.0686,0.339,"Future, Drake, Tems",4,0.34,82,I NEVER LIKED YOU,Top Gaming Tracks,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),2022-04-29,0,6tE9Dnp2zInFij4jKssysL,1,1,189893,0.314,59nOXPmaKlBfGMDeOVGrIK,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.761,129.963,0.634,gaming,-4.752,0.549,0.785,"Marshmello, Kane Brown",4,0.0472,81,Miles On It,Top Gaming Tracks,4pkb8SbRGeHAvdb87v9rpf,Miles On It,2024-05-03,0,5gWV4yp27HCbXJ1YLe8hQM,1,5,168454,0.00537,4pkb8SbRGeHAvdb87v9rpf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.537,128.009,0.921,gaming,-5.723,0.102,0.711,XXXTENTACION,4,0.0804,81,?,Top Gaming Tracks,0JP9xo3adEtGSdUEISiszL,Moonlight,2018-03-16,0.00404,2Ti79nwTsont5ZHfdxIzAm,0,9,135090,0.556,0JP9xo3adEtGSdUEISiszL,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.745,165.995,0.808,gaming,-5.26,0.292,0.829,"Eminem, Juice WRLD",4,0.342,81,Music To Be Murdered By,Top Gaming Tracks,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),2020-01-17,0,4otkd9As6YaxxEkIjXPiZ6,0,10,210800,0.145,7FIWs0pqAYbP91WWM0vlTQ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.741,120.064,0.771,gaming,-7.132,0.111,0.19,"Zerb, The Chainsmokers, Ink",4,0.0374,81,Addicted,Top Gaming Tracks,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,2024-03-29,0.000163,7yO1vbedliKtwQ65jAjBQr,0,5,152250,0.0245,5ZUIPLoTLJZrPQh2kFZEUM,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.727,130.035,0.887,gaming,-4.318,0.213,0.932,Gunna,4,0.135,82,One of Wun,Top Gaming Tracks,6EUcP55GlbmsmCzfL2vxtZ,on one tonight,2024-05-10,1.16E-06,7g0PJ7VbsOkYTECUFkyNPN,0,4,90760,0.381,6EUcP55GlbmsmCzfL2vxtZ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.95,150.019,0.673,gaming,-5.149,0.398,0.563,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",4,0.0488,81,Thank You (Not So Bad),Top Gaming Tracks,09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),2023-12-01,0.0823,1J7XItLnNLegigdh4AjGKN,1,11,140000,0.0229,09CnYHiZ5jGT1wr1TXJ9Zt,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.62,120.042,0.857,gaming,-8.13,0.0934,0.796,Charli xcx,4,0.0472,81,BRAT,Top Gaming Tracks,4w2GLmK2wnioVnb5CPQeex,360,2024-06-07,0.244,2lIZef4lzdvZkiiCzvPKj7,1,0,133805,0.646,4w2GLmK2wnioVnb5CPQeex,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.887,127.003,0.936,gaming,-2.76,0.0582,0.889,Eminem,4,0.0683,81,Houdini,Top Gaming Tracks,2HYFX63wP3otVIvopRS99Z,Houdini,2024-05-31,1.88E-06,6Xuu2z00jxRPZei4IJ9neK,0,9,227239,0.0292,2HYFX63wP3otVIvopRS99Z,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.646,115.842,0.645,gaming,-8.334,0.074,0.295,Ariana Grande,4,0.0427,81,eternal sunshine,Top Gaming Tracks,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),2024-03-08,3.04E-05,71PfP4E9roOXAudea1aPGw,1,5,228639,0.0615,46kspZSY3aKmwQe7O77fCC,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.586,116.971,0.896,gaming,-6.687,0.79,0.642,Roddy Ricch,4,0.0559,81,Please Excuse Me for Being Antisocial,Top Gaming Tracks,0nbXyq5TXYPCO7pr3N8S4I,The Box,2019-12-06,0,52u4anZbHd6UInnmHRFzba,0,10,196653,0.104,0nbXyq5TXYPCO7pr3N8S4I,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.558,104.983,0.943,gaming,-4.911,0.0937,0.606,Jack Harlow,4,0.0568,81,Lovin On Me,Top Gaming Tracks,4xhsWYTOGcal8zt0J161CU,Lovin On Me,2023-11-10,2.19E-06,6VCO0fDBGbRW8mCEvV95af,1,2,138411,0.0026,4xhsWYTOGcal8zt0J161CU,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.75,155.096,0.732,gaming,-6.366,0.109,0.401,Lil Uzi Vert,4,0.231,81,Luv Is Rage 2,Top Gaming Tracks,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,2017-08-25,0,733e1ZfktLSwj96X5rsMeE,0,11,182707,0.00264,7GX5flRQZVHRAGd6B4TmDO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.764,140.113,0.882,gaming,-5.241,0.119,0.886,"Central Cee, Lil Baby",4,0.204,81,BAND4BAND (feat. Lil Baby),Top Gaming Tracks,7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),2024-05-23,0,4AzPr5SUpNF553eC1d3aRy,1,11,140733,0.359,7iabz12vAuVQYyekFIWJxD,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.632,121.031,0.762,gaming,-8.312,0.18,0.282,"Lost Frequencies, Calum Scott",4,0.085,81,All Stand Together,Top Gaming Tracks,3mfER4ORePHvN35cbZ3dkV,Where Are You Now,2023-11-10,0.000205,6Kk0U3JRoniLtiSjypjEVL,0,6,149067,0.51,3mfER4ORePHvN35cbZ3dkV,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.512,80.511,0.829,gaming,-5.865,0.12,0.638,Sleepy Hallow,4,0.187,80,Still Sleep?,Top Gaming Tracks,4XvcHTUfIlWfyJTRG0aqlo,2055,2021-06-02,0,38nZLvJx8A9p4YYpTG5iFP,0,6,123987,0.492,4XvcHTUfIlWfyJTRG0aqlo,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.716,91.007,0.701,gaming,-3.671,0.324,0.732,"24kGoldn, iann dior",4,0.0361,80,El Dorado,Top Gaming Tracks,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),2021-03-26,0,270o30h7cAlEhBnbuSpFZq,0,7,140533,0.174,4jPy3l0RUwlUI9T5XHBW2m,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.773,129.923,0.681,gaming,-4.706,0.0978,0.504,Eternxlkz,4,0.0345,80,SLAY!,Top Gaming Tracks,67smGwuPEtA6GAfeweAVNO,SLAY!,2024-03-15,0.734,3xCc8FxQsm6AE7ZWJ7h5sx,1,1,107077,0.0863,67smGwuPEtA6GAfeweAVNO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.673,165.921,0.529,gaming,-4.711,0.093,0.366,"Drake, 21 Savage",4,0.175,80,"Honestly, Nevermind",Top Gaming Tracks,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),2022-06-17,2.41E-06,3cf4iSSKd8ffTncbtKljXw,1,0,218365,0.000307,3F5CgOj3wFlRv51JsHbxhe,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.583,116.624,0.709,gaming,-5.298,0.195,0.533,"Metro Boomin, Future, Chris Brown",4,0.204,79,HEROES & VILLAINS,Top Gaming Tracks,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],2022-12-02,2.97E-06,7txGsnDSqVMoRl6RQ9XyZP,0,5,182667,0.138,0vjeOZ3Ft5jvAi9SBFJm1j,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.797,122.011,0.702,gaming,-6.635,0.179,0.0356,"Disclosure, Eliza Doolittle, Rivo",4,0.0557,79,You & Me (Rivo Remix),Top Gaming Tracks,0xoYZ45fgTfyQYREZPN7Sa,You & Me - Rivo Remix,2023-12-22,0.495,3QIGpfgWXKujfMaecgKV9u,0,10,208525,0.583,0xoYZ45fgTfyQYREZPN7Sa,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.681,139.057,0.918,gaming,-4.705,0.0615,0.706,"Dave, Central Cee",4,0.201,79,Sprinter,Top Gaming Tracks,2FDTHlrBguDzQkp7PVj16Q,Sprinter,2023-06-01,0,5l0QlaI3wdZpE7ggoO5Rwg,1,1,229133,0.263,2FDTHlrBguDzQkp7PVj16Q,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.753,127.926,0.671,gaming,-6.045,0.177,0.543,"Sonny Fodera, Jazzy, D.O.D",4,0.0298,79,Somedays,Top Gaming Tracks,3wo3d0I5H8KjkwGvnz8WbB,Somedays,2024-07-26,1.29E-05,54R5dT9BWKnR2RX9gOFzDK,0,4,207168,0.019,3wo3d0I5H8KjkwGvnz8WbB,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.761,146.003,0.62,gaming,-7.282,0.269,0.194,Jungle,4,0.175,79,Volcano,Top Gaming Tracks,19kHhX6f6EfLU7rcO3RqjO,Back On 74,2023-08-11,0.000147,5xnXOCf5aZgZ43DgGN4EDv,0,10,209483,0.207,19kHhX6f6EfLU7rcO3RqjO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.452,90.026,0.904,gaming,-7.272,0.115,0.613,Tommy Richman,4,0.132,78,DEVIL IS A LIE,Top Gaming Tracks,6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,2024-06-14,0,4WvcBQIZXspq4MYyEPNem2,1,9,130944,0.174,6jlG8gBPNAgBgoivw2Ig09,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.512,96.02,0.803,gaming,-6.871,0.0928,0.435,Bryson Tiller,4,0.066,78,Whatever She Wants,Top Gaming Tracks,57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,2024-02-13,0,60s0PMYFJhe34io9HuyUXf,0,9,161342,0.128,57wp7VFnV8X0pSVnYArGeJ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.643,139.948,0.831,gaming,-5.002,0.084,0.142,Kendrick Lamar,4,0.11,78,euphoria,Top Gaming Tracks,77DRzu7ERs0TX3roZcre7Q,euphoria,2024-04-30,0,32bR4LcEc1PvJEhaKoo4ZN,1,1,383639,0.046,77DRzu7ERs0TX3roZcre7Q,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.567,75.965,0.574,gaming,-7.126,0.258,0.526,"JID, 21 Savage, Baby Tate",4,0.465,78,The Forever Story (Extended Version),Top Gaming Tracks,1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),2022-10-31,0,4rJDCELWL0fjdmN9Gn4f4g,0,7,229938,0.164,1udwFobQ1JoOdWPQrp2b6u,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.593,120.509,0.565,gaming,-5.864,0.215,0.429,d4vd,4,0.0883,78,Feel It (From The Original Series “Invincible”),Top Gaming Tracks,3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,2024-03-28,0,0GHlPN101r1WcuQCwINbI2,1,8,157974,0.0288,3SAga35lAPYdjj3qyfEsCF,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.83,75.023,0.767,gaming,-8.78,0.0582,0.187,Creeds,4,0.206,77,Push Up (Main Edit),Top Gaming Tracks,3AjSfp5FDvwtMU9XBsbS8j,Push Up - Main Edit,2023-03-31,0.836,3v5BP6gPT1nNU9rjs57fF0,1,7,139300,0.209,3AjSfp5FDvwtMU9XBsbS8j,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.523,169.982,0.628,gaming,-8.307,0.219,0.416,Kenya Grace,4,0.0946,77,Strangers,Top Gaming Tracks,5mjYQaktjmjcMKcUIcqz4s,Strangers,2023-09-01,0.00274,18ogtNq9F7DmMkNYO6Xb4k,0,11,172965,0.701,5mjYQaktjmjcMKcUIcqz4s,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.934,88.009,0.777,gaming,-0.959,0.275,0.637,"Chase & Status, Stormzy",4,0.254,77,BACKBONE,Top Gaming Tracks,3HrHhTWonBqF4mDasi8xvC,BACKBONE,2024-08-08,3.86E-05,364RGa8yL2ZsIWlLoNSzIY,1,2,166449,0.285,3HrHhTWonBqF4mDasi8xvC,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.927,109.952,0.755,gaming,0.254,0.0567,0.702,"xxanteria, isq",4,0.0645,77,FUNKED UP,Top Gaming Tracks,4VL5XwfATZuAVTW471Wpro,FUNKED UP - SLOWED,2024-01-19,0.925,4FRxgE6LA2UGJ5yz8diaI9,0,11,115348,0.00288,4VL5XwfATZuAVTW471Wpro,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.62,117.038,0.741,gaming,-5.505,0.0398,0.934,Hozier,4,0.0412,77,Unheard,Top Gaming Tracks,4IadxL6BUymXlh8RCJJu7T,Too Sweet,2024-03-22,0.000809,1KZC0cX0qq6hodR9YVgh9F,1,10,251424,0.0295,4IadxL6BUymXlh8RCJJu7T,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.64,130.051,0.537,gaming,-10.441,0.157,0.222,LXNGVX,4,0.104,77,Montagem Mysterious Game,Top Gaming Tracks,7vOmSP2647oNUGGEhWd1cr,Montagem Mysterious Game,2023-12-01,0.878,1l8if9zQ8F0MEHVWYrMREe,1,1,103495,0.146,7vOmSP2647oNUGGEhWd1cr,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.963,130.028,0.817,gaming,-3.318,0.312,0.502,"CURSEDEVIL, DJ FKU, Skorde",4,0.0353,77,TUCA DONKA,Top Gaming Tracks,7bxyNLXYaEYaZTxAuQTHlD,TUCA DONKA,2023-07-28,0.767,27XmqsKeLyr5jDURAordcd,1,1,75692,0.0683,7bxyNLXYaEYaZTxAuQTHlD,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.556,99.974,0.864,gaming,-7.683,0.112,0.726,Doja Cat,4,0.194,77,Scarlet,Top Gaming Tracks,56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,2023-09-20,3.85E-06,1bBez9PNvkJPW08bU7NYta,0,2,230480,0.255,56y1jOTK0XSvJzVv9vHQBK,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.803,130.028,0.877,gaming,-3.195,0.087,0.795,"S3BZS, Mc Gw, Mc Menor Do Alvorada",4,0.0507,77,MONTAGEM - PR FUNK,Top Gaming Tracks,6njJR3OIp3oA0Kc4aC9Tzf,MONTAGEM - PR FUNK,2023-05-01,0.056,2HuMAoXpr6HDryNHipbCpB,1,9,61673,0.734,6njJR3OIp3oA0Kc4aC9Tzf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.573,140.04,0.911,gaming,-7.43,0.403,0.972,Central Cee,4,0.288,77,Doja,Top Gaming Tracks,3LtpKP5abr2qqjunvjlX5i,Doja,2022-07-21,0,6oECjagksATHu2UaclXrq1,1,6,97393,0.38,3LtpKP5abr2qqjunvjlX5i,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.629,130.017,0.848,gaming,-6.198,0.049,0.586,"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",4,0.0424,77,Somebody (2024),Top Gaming Tracks,0agQ9vIV7NP4dntGKLcCXO,Somebody (2024),2024-02-09,0.18,5eKQYtDqVmrHPZoKHG1LlH,1,0,153519,0.016,0agQ9vIV7NP4dntGKLcCXO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.777,108.005,0.58,gaming,-5.69,0.342,0.589,"Kygo, Ava Max",4,0.0655,76,Whatever,Top Gaming Tracks,0LMwmV37RCmBO2so0szAFs,Whatever,2024-01-19,0,2DoFm78vsYw31kJRzvIP4l,1,3,178273,0.104,0LMwmV37RCmBO2so0szAFs,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.539,158.105,0.65,gaming,-7.281,0.114,0.253,Rich Amiri,4,0.0561,76,Ghetto Fabulous,Top Gaming Tracks,69phA1R4gmQsBFRQ3INW8C,ONE CALL,2023-11-17,2.67E-05,2D1j7mjB55lvygjMmYgTYT,1,1,121399,0.00617,69phA1R4gmQsBFRQ3INW8C,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.672,136.902,0.673,gaming,-8.577,0.193,0.14,"Drake, Yeat",4,0.224,76,For All The Dogs,Top Gaming Tracks,2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),2023-10-06,0.000284,4czdORdCWP9umpbhFXK2fW,1,8,260111,0.0466,2YSzYUF3jWqb9YP9VXmpjE,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.818,125.952,0.687,gaming,-4.221,0.248,0.886,"Alok, Ella Eyre, Kenny Dope, Never Dull",4,0.0778,76,Deep Down (feat. Never Dull),Top Gaming Tracks,7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),2022-06-17,0,3KpxpdySrMR2S7noneu1bI,1,0,165753,0.0112,7MIhUdNJtaOnDmC5nBC1fb,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.687,123.01,0.755,gaming,-6.247,0.125,0.381,Doja Cat,4,0.101,76,Scarlet,Top Gaming Tracks,5PyDJG7SQRgWXefgexqIge,Agora Hills,2023-09-20,0.000177,1bBez9PNvkJPW08bU7NYta,0,8,265360,0.183,5PyDJG7SQRgWXefgexqIge,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.919,151.221,0.83,gaming,-2.12,0.0757,0.848,Dyan Dxddy,4,0.145,76,CUTE DEPRESSED,Top Gaming Tracks,06PqeO7IInus2yvzsZwZhf,CUTE DEPRESSED,2024-02-02,0.748,5qaY84OJqYT635rMGeWBzJ,0,10,96947,0.503,06PqeO7IInus2yvzsZwZhf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.738,130,0.593,gaming,-2.956,0.292,0.591,Eternxlkz,4,0.0351,75,BRODYAGA FUNK,Top Gaming Tracks,2V3hsJU3bTOATih0Fm4aDp,BRODYAGA FUNK,2023-11-17,0.968,7EWDvEG6vKIjTBk3rGMtP0,0,11,134785,0.269,2V3hsJU3bTOATih0Fm4aDp,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.81,150.251,0.613,gaming,-6.16,0.137,0.686,"ZWE1HVNDXR, yatashigang",4,0.488,75,LOVELY BASTARDS,Top Gaming Tracks,0EqczV3o6fwksegAavIHpX,LOVELY BASTARDS,2023-08-25,0.899,2b3Kiolsu42XiVvhRmTEsM,1,1,116104,0.832,0EqczV3o6fwksegAavIHpX,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.967,149.036,0.628,gaming,-4.068,0.274,0.399,"Marnik, Naeleck, VINAI",4,0.0485,75,Boyz In Paris (with VINAI),Top Gaming Tracks,17NHXI2CJp7KgdcwcDnRx4,Boyz In Paris (with VINAI),2023-07-28,4.67E-05,3FrWieInAhMTL33yALP6H0,1,1,151589,0.0398,17NHXI2CJp7KgdcwcDnRx4,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.897,129.975,0.686,gaming,-7.18,0.153,0.355,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",4,0.0386,75,Watch This (ARIZONATEARS Pluggnb Remix),Top Gaming Tracks,0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,2023-02-05,0.103,3VvPLpCZR5viLBFTbzm6E1,0,11,163139,0.0103,0FA4wrjDJvJTTU8AepZTup,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.793,120.003,0.696,gaming,-5.733,0.18,0.698,"Tiësto, Tate McRae",4,0.097,75,DRIVE,Top Gaming Tracks,36gcliMRX1vCpgnrZE3dFZ,10:35,2023-04-21,3.78E-06,1Pl9ZGXwayXPg5qRVpYo74,1,8,172253,0.0683,36gcliMRX1vCpgnrZE3dFZ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.781,128.001,0.805,gaming,-7.225,0.0598,0.818,PAWSA,4,0.0434,74,TOO COOL TO BE CARELESS,Top Gaming Tracks,6KqM3xmPIDonsTjCSGrrr5,TOO COOL TO BE CARELESS,2024-07-05,0.302,17zk2lz0xesn8Y4YncohZa,0,1,220000,0.002,6KqM3xmPIDonsTjCSGrrr5,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.848,135.048,0.721,gaming,-3.371,0.097,0.774,"Bibi Babydoll, Dj Brunin XM, KZA Produções",4,0.0266,74,Automotivo Bibi Fogosa,Top Gaming Tracks,2JIzOc3HHo4MhiyZzhpBUV,Automotivo Bibi Fogosa,2023-11-10,2.11E-06,5YHGz0NvgBlhKefmyhP9zO,1,9,129800,0.26,2JIzOc3HHo4MhiyZzhpBUV,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.742,114.071,0.773,gaming,-3.678,0.0754,0.571,Imagine Dragons,4,0.046,74,Bones,Top Gaming Tracks,0HqZX76SFLDz2aW8aiqi7G,Bones,2022-03-11,0,1Q9SnHWPNEjVM0LrBFvJ1q,0,5,165265,0.0206,0HqZX76SFLDz2aW8aiqi7G,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.527,77.499,0.824,gaming,-5.506,0.368,0.212,A$AP Rocky,4,0.118,74,Tailor Swif,Top Gaming Tracks,5xMjhZKSo8yh5r9b5vrYRr,Tailor Swif,2024-08-30,0,5r4bE2O6LCLBTjT42RBXwg,1,8,155391,0.149,5xMjhZKSo8yh5r9b5vrYRr,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
